sample id,source,batch number,batch date,xrf-wafer_formula,xrf-wafer_stdev,xrf-gde_formula,xrf-gde_stdev,libs-wafer_formula,libs-wafer_stdev,xrf-wafter-afteranneal_formula,xrf-wafer_Ag_mean,xrf-wafer_Ag_stdev,xrf-wafer_Au_mean,xrf-wafer_Au_stdev,xrf-gde_Ag_mean,xrf-gde_Ag_stdev,xrf-gde_Au_mean,xrf-gde_Au_stdev,xrf-wafer_Cu_mean,xrf-wafer_Cu_stdev,xrf-wafer_Hg_mean,xrf-wafer_Hg_stdev,xrf-wafer_Ir_mean,xrf-wafer_Ir_stdev,xrf-wafer_Pd_mean,xrf-wafer_Pd_stdev,xrf-wafer_Rh_mean,xrf-wafer_Rh_stdev,xrf-wafer_Ru_mean,xrf-wafer_Ru_stdev,xrf-wafer_Tl_mean,xrf-wafer_Tl_stdev,xrf-wafer_Cd_mean,xrf-wafer_Cd_stdev,xrf-wafer_Sn_mean,xrf-wafer_Sn_stdev,xrf-wafer_Co_mean,xrf-wafer_Co_stdev,xrf-wafer_Cr_mean,xrf-wafer_Cr_stdev,xrf-wafer_Fe_mean,xrf-wafer_Fe_stdev,xrf-wafer_Ga_mean,xrf-wafer_Ga_stdev,xrf-wafer_In_mean,xrf-wafer_In_stdev,xrf-wafer_Mn_mean,xrf-wafer_Mn_stdev,xrf-wafer_Ni_mean,xrf-wafer_Ni_stdev,xrf-wafer_O_mean,xrf-wafer_O_stdev,xrf-wafer_Pb_mean,xrf-wafer_Pb_stdev,xrf-wafer_Si_mean,xrf-wafer_Si_stdev,xrf-wafer_Zn_mean,xrf-wafer_Zn_stdev,xrf-gde_In_mean,xrf-gde_In_stdev,libs-wafer_Au_mean,libs-wafer_Au_stdev,libs-wafer_In_mean,libs-wafer_In_stdev,xrf-gde_Cu_mean,xrf-gde_Cu_stdev,xrf-wafter-afteranneal_Pd_mean,xrf-wafter-afteranneal_Pd_stdev,xrf-wafter-afteranneal_Sn_mean,xrf-wafter-afteranneal_Sn_stdev,xrf-wafter-afteranneal_stdev,xrf-gde_Pd_mean,xrf-gde_Pd_stdev,xrf-gde_Sn_mean,xrf-gde_Sn_stdev,xrf-gde_Zn_mean,xrf-gde_Zn_stdev,xrf-gde_Ga_mean,xrf-gde_Ga_stdev
uoft4_240405_Au-0.556-Cu-0.444_pp0_rep1,uoft,4,240405,Au-0.76-Cu-0.24,"[0.0107857931249089, 0.0066583281184794]",,,,,,0.0229,0.0063221831672294,0.7043333333333335,0.0107857931249089,,,,,0.2223333333333333,0.0066583281184794,-0.0026966666666666,0.0046700356886573,0.0023633333333333,0.0023555112679274,0.0192,0.0025942243542145,0.0140866666666666,0.014836729199299,0.0115533333333333,0.0091279369702761,0.00588,0.0031734996455017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Au-0.6-Cu-0.4_pp0_rep1,uoft,4,240405,Au-0.735-Cu-0.265,"[0.0132035348802255, 0.0095393920141694]",,,,,,0.0724,0.0474421753295525,0.5943333333333333,0.0132035348802255,,,,,0.2139999999999999,0.0095393920141694,-0.0077866666666666,0.0089063198535272,0.0135699999999999,0.0063514329091945,0.0112566666666666,0.0335733172822307,0.0326666666666666,0.007800213672287,0.0367666666666666,0.010920317455703,0.0331333333333333,0.013659184943961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Au-0.75-Cu-0.25_pp0_rep1,uoft,4,240405,Au-0.866-Cu-0.134,"[0.0524436205208348, 0.0041633319989322]",,,,,,0.0399666666666666,0.0108647748864545,0.7793333333333333,0.0524436205208348,,,,,0.1206666666666666,0.0041633319989322,-0.0006866666666666,0.006691863218367,0.0046166666666666,0.0038781997541814,0.0129766666666666,0.0093896982557126,0.0163533333333333,0.0074874917918708,0.0133233333333333,0.0054609187261241,0.0132966666666666,0.0091905513073663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Au-0.8-Cu-0.2_pp0_rep1,uoft,4,240405,Au-0.921-Cu-0.079,"[0.0699452166579912, 0.005305029060555]",,,,,,0.0780666666666666,0.0142703655641098,0.7463333333333333,0.0699452166579912,,,,,0.0642333333333333,0.005305029060555,-0.0159433333333333,0.008490855865773,0.0001566666666666,0.0039526362510776,0.0454666666666666,0.0102807263037848,0.01,0.0221682204969185,0.0429333333333333,0.0304884130996241,0.0286133333333333,0.0208806257888343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.111-Pd-0.889_pp0_rep1,uoft,4,240405,Cu-0.11-Pd-0.89,"[0.0031005375877955, 0.015695009822658]",,,,,,-0.00408,0.0053346883695301,-0.0164,0.0034871191548325,,,,,0.1029333333333333,0.0031005375877955,0.0421,0.0123842642090678,0.00386,0.0028909686957834,0.8296666666666667,0.015695009822658,-0.0036666666666666,0.0024294100792853,0.0318666666666666,0.0225391511227316,0.01376,0.0068984635970627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.125-Pd-0.875_pp0_rep1,uoft,4,240405,Cu-0.091-Pd-0.909,"[0.0030512292604784, 0.0095043849529222]",,,,,,-0.0057666666666666,0.0033200050200765,-0.0126399999999999,0.0028769428218162,,,,,0.0894,0.0030512292604784,0.0238666666666666,0.0031069813860616,0.0014233333333333,0.0024365207434646,0.8856666666666667,0.0095043849529222,0.0007666666666666,0.0099662547295026,0.00837,0.0020129828613279,0.0089933333333333,0.0030658495288147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.167-Pd-0.833_pp0_rep1,uoft,4,240405,Cu-0.125-Pd-0.875,"[0.0045092497528228, 0.0086216781042517]",,,,,,-0.0061333333333333,0.0087902919936332,-0.00497,0.0073008013258819,,,,,0.1213333333333333,0.0045092497528228,0.0222999999999999,0.0041243181254602,0.00172,0.0037286324570812,0.8436666666666667,0.0086216781042517,-0.0010666666666666,0.0088538597986038,0.0179666666666666,0.0028023799409311,0.00488,0.0025704668836614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.25-Pd-0.75_pp0_rep1,uoft,4,240405,Cu-0.197-Pd-0.803,"[0.0030550504633038, 0.0085049005481153]",,,,,,-0.0026333333333333,0.0087378048349304,-0.015,0.0013228756555322,,,,,0.1936666666666666,0.0030550504633038,0.0211333333333333,0.0055293158105983,-0.00114,0.0021966565503054,0.7886666666666667,0.0085049005481153,-0.00261,0.0038126499970492,0.0119666666666666,0.0011060440015358,0.0060166666666666,0.0028689777505817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.333-Pd-0.667_pp0_rep1,uoft,4,240405,Cu-0.263-Pd-0.737,"[0.0115902257671424, 0.017616280348965]",,,,,,0.0068033333333333,0.0147203136289052,-0.0058166666666666,0.0059602209131317,,,,,0.2546666666666666,0.0115902257671424,0.0163333333333333,0.0046317743180484,-0.0004066666666666,0.0033415615112299,0.7136666666666667,0.017616280348965,-0.0005799999999999,0.0022484883811129,0.0123833333333333,0.0048405406034174,0.0032466666666666,0.000530031445608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.375-Pd-0.625_pp0_rep1,uoft,4,240405,Cu-0.326-Pd-0.674,"[0.01, 0.0217944947177033]",,,,,,0.0112533333333333,0.0169807695153468,-0.0067866666666666,0.0081395352037652,,,,,0.312,0.01,0.0032133333333333,0.0009053360333783,0.00193,0.0021571508987551,0.645,0.0217944947177033,0.0059066666666666,0.0036618210405935,0.0168333333333333,0.0080064557285563,0.0104533333333333,0.0014037568640378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.444-Pd-0.556_pp0_rep1,uoft,4,240405,Cu-0.376-Pd-0.624,"[0.009848857801796, 0.0172143351115671]",,,,,,0.0245,0.0144502595132405,-0.0021766666666666,0.0037093710158641,,,,,0.352,0.009848857801796,0.016,0.0030512292604784,0.00134,0.0025908106839365,0.5853333333333333,0.0172143351115671,0.0068833333333333,0.0091141776004932,0.0102466666666666,0.0031875591497779,0.0058966666666666,0.0022682665922094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.5-Pd-0.5_pp0_rep1,uoft,4,240405,Cu-0.434-Pd-0.566,"[0.0281839197652372, 0.0457638867813184]",,,,,,0.04681,0.0360408559831755,-0.0186,0.0059025418253494,,,,,0.3933333333333333,0.0281839197652372,-0.00246,0.0005723635208501,0.0056433333333333,0.0061059342719467,0.5123333333333333,0.0457638867813184,0.0236333333333333,0.0112633624346077,0.0126333333333333,0.0103905405698324,0.02686,0.018300131147071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.556-Pd-0.444_pp0_rep1,uoft,4,240405,Cu-0.554-Pd-0.446,"[0.0579827560572968, 0.0084852813742385]",,,,,,0.09455,0.033163308037649,-0.01955,0.0062932503525602,,,,,0.457,0.0579827560572968,0.00363,0.0020930360723121,0.0045299999999999,0.00830143361113,0.368,0.0084852813742385,0.0371,0.0025455844122715,0.03592,0.0411253303938096,0.0188,0.0069296464556281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.75-Pd-0.25_pp0_rep1,uoft,4,240405,Cu-0.697-Pd-0.303,"[0.0015275252316518, 0.0060277137733417]",,,,,,0.0068133333333333,0.0036701135313956,-0.0038966666666666,0.0008276674050204,,,,,0.6866666666666666,0.0015275252316518,-0.0014366666666666,0.0002893671255228,-0.0004033333333333,0.0007409678355592,0.2986666666666666,0.0060277137733417,0.0061033333333333,0.003678074677509,0.0036833333333333,0.0023500070921878,0.0034666666666666,0.0004365012409298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-0.8-Pd-0.2_pp0_rep1,uoft,4,240405,Cu-0.745-Pd-0.255,"[0.009237604307034, 0.007767453465154]",,,,,,-0.0051266666666666,0.0096471049197846,-0.0048566666666666,0.0012530097099916,,,,,0.7536666666666667,0.009237604307034,-0.0024333333333333,0.0018004536465383,6.66666666666672e-06,0.0009263548636096,0.2576666666666666,0.007767453465154,-6.333333333333321e-05,0.0031508940530162,-0.0006233333333333,0.0032852600100042,0.0021933333333333,0.0016554254236701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Cu-1.0_pp0_rep1,uoft,4,240405,Cu-1.0,[0.0161967074843418],,,,,,0.0066533333333333,0.0038471461284091,-0.0100033333333333,0.008842060468767,,,,,0.9786666666666668,0.0161967074843418,-0.00403,0.0036383100472609,0.0018133333333333,0.0024196142943315,0.0088399999999999,0.0055001090898272,0.0092666666666666,0.0096095438670799,0.0037433333333333,0.0063719254023672,0.0047266666666666,0.00364692107583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Hg-0.5-Pd-0.5_pp0_rep1,uoft,4,240405,Hg-0.625-Pd-0.375,"[0.0288270706107991, 0.0240069434400411]",,,,,,0.0026,0.0036389696343882,-0.01282,0.0087915413893127,,,,,-9.000000000000009e-05,0.0022291926789759,0.629,0.0288270706107991,-0.0004166666666666,0.0031019724907441,0.3766666666666666,0.0240069434400411,0.0030366666666666,0.0041679051492726,-0.0005066666666666,0.0015702335282795,0.0024666666666666,0.0107161482508097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Pd-0.333-Tl-0.667_pp0_rep1,uoft,4,240405,Pd-0.191-Tl-0.809,"[0.0143643076176101, 0.0105356537528527]",,,,,,0.0228566666666666,0.015675000265816,-0.0090533333333333,0.0064370982075259,,,,,0.0002833333333333,0.0012851977798507,-0.0042933333333333,0.0028785470872183,0.0014533333333333,0.0041708552280477,0.1886666666666666,0.0143643076176101,0.00117,0.0105974383697193,-0.0013466666666666,0.0039813607389099,0.7999999999999999,0.0105356537528527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Pd-0.591-Tl-0.409_pp0_rep1,uoft,4,240405,Pd-0.36-Tl-0.64,"[0.0478991997149569, 0.0170098010962307]",,,,,,0.0225833333333333,0.0285122926705891,-0.01323,0.0067614865229474,,,,,-0.0012266666666666,0.001820915520647,-0.0030866666666666,0.0001450287327853,0.0041333333333333,0.0046633178460548,0.3563333333333333,0.0478991997149569,0.0001466666666666,0.0072657025354285,0.0008133333333333,0.0035842200453283,0.6336666666666666,0.0170098010962307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Pd-0.75-Tl-0.25_pp0_rep1,uoft,4,240405,Pd-0.5-Tl-0.5,"[0.1211294073845543, 0.1299076595124398]",,,,,,0.0078199999999999,0.0052530848079961,-0.0030466666666666,0.0047661549841914,,,,,0.0006733333333333,0.0020394688851103,0.0099266666666666,0.0102868913347684,0.0041966666666666,0.0067790289373429,0.4856666666666667,0.1211294073845543,0.0098933333333333,0.0116575354742472,-0.00117,0.0072092093879981,0.486,0.1299076595124398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Pd-1.0_pp0_rep1,uoft,4,240405,Pd-1.0,[0.0158850034099251],,,,,,-0.0032333333333333,0.0057121478739028,-0.0098666666666666,0.0047195585951795,,,,,-0.00125,0.0004942671342502,0.0209,0.0034073450074801,0.00117,0.001974867084135,0.9746666666666668,0.0158850034099251,-0.0028666666666666,0.0065129435229651,0.0124766666666666,0.0038453391701296,0.00773,0.0041426199439485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft4_240405_Rh-1.0_pp0_rep1,uoft,4,240405,Rh-1.0,[0.0466690475583121],,,,,,0.0832,0.0350724963468527,-0.0047699999999999,0.0050346002820482,,,,,-0.00035,0.0168998520703584,-0.00865,0.0111015764646287,0.0113499999999999,0.0074246212024587,-0.000855,0.0019162593770155,0.8320000000000001,0.0466690475583121,0.025305,0.0305399418794469,0.06265,0.0461740728114815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.125-Au-0.125-Cd-0.75_pp0_rep1,uoft,6,240624,Ag-0.129-Au-0.076-Cd-0.796,"[0.0070237691685684, 0.0009073771725877, 0.0039999999999999]",,,,,,0.1206666666666666,0.0070237691685684,0.0710333333333333,0.0009073771725877,,,,,0.0156,0.0044575778176045,,,,,0.0195,0.0057974132162542,,,,,0.00052,0.0010935721283939,0.7479999999999999,0.0039999999999999,0.0243,0.0080523288556789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.222-Au-0.333-Cd-0.444_pp0_rep1,uoft,6,240624,Ag-0.161-Au-0.289-Cd-0.55,"[0.013856406460551, 0.0090737717258774, 0.0250599281722833]",,,,,,0.154,0.013856406460551,0.2756666666666666,0.0090737717258774,,,,,0.0114,0.0015132745950421,,,,,0.00967,0.0091072333889057,,,,,-0.0001666666666666,0.0010400641005886,0.526,0.0250599281722833,0.0237999999999999,0.0071582120672693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.385-Cd-0.615_pp0_rep1,uoft,6,240624,Ag-0.415-Cd-0.585,"[0.0075055534994651, 0.0127410099024109]",,,,,,0.3953333333333333,0.0075055534994651,-0.0103033333333333,0.0013838472940802,,,,,0.0250333333333333,0.004760602202803,,,,,0.0138466666666666,0.0073676681068933,,,,,-0.0008633333333333,0.0008905241902011,0.5563333333333333,0.0127410099024109,0.0205333333333333,0.0114168004858337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.4-Au-0.2-Cd-0.4_pp0_rep1,uoft,6,240624,Ag-0.486-Au-0.166-Cd-0.348,"[0.016, 0.0032145502536643, 0.0045092497528228]",,,,,,0.4639999999999999,0.016,0.1576666666666666,0.0032145502536643,,,,,0.0131799999999999,0.0034717718819069,,,,,0.0140599999999999,0.0061790614173998,,,,,-0.0002566666666666,0.0007159143337951,0.3316666666666667,0.0045092497528228,0.02,0.0041868842830916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.417-Au-0.417-Cd-0.167_pp0_rep1,uoft,6,240624,Ag-0.438-Au-0.385-Cd-0.177,"[0.0167431578064991, 0.0122882057274444, 0.0020816659994661]",,,,,,0.4216666666666667,0.0167431578064991,0.371,0.0122882057274444,,,,,0.0056433333333333,0.003129286393626,,,,,0.0112,0.0003605551275463,,,,,0.0003833333333333,0.0002811286775363,0.1703333333333333,0.0020816659994661,0.0198333333333333,0.0023965252624024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.417-Cd-0.583_pp0_rep1,uoft,6,240624,Ag-0.498-Cd-0.502,"[0.0299555225848813, 0.0064291005073286]",,,,,,0.4813333333333333,0.0299555225848813,-0.0103266666666666,0.0012397714843201,,,,,0.0214533333333333,0.013873374979915,,,,,0.0092966666666666,0.0099708190903923,,,,,-0.0006733333333333,0.0019792001751549,0.4836666666666667,0.0064291005073286,0.01512,0.0089615400462197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.444-Au-0.444-Cd-0.111_pp0_rep1,uoft,6,240624,Ag-0.503-Au-0.437-Cd-0.06,"[0.0055075705472861, 0.0172433562085034, 0.0191055838260267]",,,,,,0.4766666666666666,0.0055075705472861,0.4136666666666667,0.0172433562085034,,,,,0.0149733333333333,0.0088459105429194,,,,,0.0154466666666666,0.0062200107181043,,,,,-7.999999999999993e-05,0.0016256690930198,0.0567333333333333,0.0191055838260267,0.0224,0.0056471231613982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.455-Cd-0.545_pp0_rep1,uoft,6,240624,Ag-0.403-Cd-0.597,"[0.0276103845198384, 0.0251462389500564]",,,,,,0.3886666666666666,0.0276103845198384,-0.00399,0.0001053565375285,,,,,0.0108333333333333,0.0005033222956847,,,,,0.0062766666666666,0.0029975712390756,,,,,-0.0003266666666666,0.0001703917055884,0.5763333333333333,0.0251462389500564,0.0219999999999999,0.0019697715603592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.5-Au-0.25-Cd-0.25_pp0_rep1,uoft,6,240624,Ag-0.496-Au-0.239-Cd-0.266,"[0.00556776436283, 0.0096436507609929, 0.0017320508075688]",,,,,,0.478,0.00556776436283,0.23,0.0096436507609929,,,,,0.0036466666666666,0.000633429817212,,,,,0.0041033333333333,0.0034433171990586,,,,,-0.00012,0.0004233202097703,0.256,0.0017320508075688,0.0283,0.0067668308682868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.571-Cd-0.429_pp0_rep1,uoft,6,240624,Ag-0.665-Cd-0.335,"[0.0210792156716831, 0.0150996688705415]",,,,,,0.6443333333333333,0.0210792156716831,-0.0141,0.0028053520278211,,,,,0.0167666666666666,0.0078373039582073,,,,,0.0164433333333333,0.0114686369431303,,,,,-3.3333333333333274e-05,0.0014893734700649,0.325,0.0150996688705415,0.0119666666666666,0.0024664414311581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Ag-0.714-Cd-0.286_pp0_rep1,uoft,6,240624,Ag-0.728-Cd-0.272,"[0.0139999999999999, 0.015695009822658]",,,,,,0.7000000000000001,0.0139999999999999,-0.0072966666666666,0.002990089184846,,,,,0.0175666666666666,0.0044060564378288,,,,,0.0149466666666666,0.0086903701493856,,,,,-0.00011,0.0012229472596968,0.2606666666666666,0.015695009822658,0.0146,0.0045133136385587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.125-Cd-0.875_pp0_rep1,uoft,6,240624,Au-0.122-Cd-0.878,"[0.0143730071082335, 0.0058594652770822]",,,,,,0.0188666666666666,0.0047035447625523,0.1108333333333333,0.0143730071082335,,,,,0.0206666666666666,0.0065248243909957,,,,,0.0229999999999999,0.0052115256883181,,,,,-0.00041,0.0010138540328863,0.8013333333333333,0.0058594652770822,0.0254666666666666,0.0122516665533034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.167-Cd-0.833_pp0_rep1,uoft,6,240624,Au-0.288-Cd-0.712,"[0.0125299640861416, 0.0320780298646908]",,,,,,-0.0127033333333333,0.0070256696003536,0.276,0.0125299640861416,,,,,0.0141133333333333,0.0165752295107287,,,,,0.0225666666666666,0.0049561409718987,,,,,-0.00066,0.0013483693855913,0.681,0.0320780298646908,0.0198333333333333,0.0096006944193289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.167-Cd-0.833_pp0_rep2,uoft,6,240624,Au-0.145-Cd-0.855,"[0.0011547005383792, 0.0023094010767585]",,,,,,0.0115633333333333,0.0060104104130527,0.1373333333333333,0.0011547005383792,,,,,0.0116466666666666,0.0041137006859193,,,,,0.00818,0.0043750657137921,,,,,0.00048,0.0006735725647619,0.8113333333333334,0.0023094010767585,0.02,0.0020880613017821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.25-Cd-0.25-Tl-0.5_pp0_rep1,uoft,6,240624,Au-0.389-Cd-0.363-Tl-0.248,"[0.0425793377120875, 0.0334514573673554, 0.0616143922580863]",,,,,,-0.0124499999999999,0.0035074919814591,0.356,0.0425793377120875,,,,,0.0433333333333333,0.0149881063958504,,,,,0.0279166666666666,0.0160079927952674,,,,,0.2273333333333333,0.0616143922580863,0.332,0.0334514573673554,0.0261666666666666,0.0024110855093366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.333-Cd-0.333-Pd-0.333_pp0_rep1,uoft,6,240624,Au-0.327-Cd-0.378-Pd-0.295,"[0.0032145502536643, 0.0350190424388408, 0.0075718777944003]",,,,,,0.0053,0.0158641104383447,0.3163333333333333,0.0032145502536643,,,,,0.0128333333333333,0.0025579940057266,,,,,0.2846666666666667,0.0075718777944003,,,,,-0.0005566666666666,0.0005853488988059,0.3646666666666667,0.0350190424388408,0.0163666666666666,0.0111329840264563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.444-Cd-0.556_pp0_rep1,uoft,6,240624,Au-0.404-Cd-0.596,"[0.0212132034355964, 0.0070710678118654]",,,,,,-0.01715,0.0026162950903902,0.36,0.0212132034355964,,,,,0.0461,0.0113137084989847,,,,,0.0484,0.0144249783362055,,,,,-0.00262,0.0002545584412271,0.532,0.0070710678118654,0.03335,0.0089802561210691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.5-Cd-0.25-Tl-0.25_pp0_rep1,uoft,6,240624,Au-0.654-Cd-0.293-Tl-0.053,"[0.0133166562369587, 0.0519999999999999, 0.0056500737458314]",,,,,,0.0045666666666666,0.015720828010424,0.6043333333333333,0.0133166562369587,,,,,0.0189566666666666,0.0100602004618861,,,,,0.0258,0.0121210560596014,,,,,0.0492333333333333,0.0056500737458314,0.2709999999999999,0.0519999999999999,0.0261,0.0074505033387013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.7-Cd-0.3_pp0_rep1,uoft,6,240624,Au-0.571-Cd-0.429,"[0.0457638867813184, 0.0644386012676667]",,,,,,0.0354666666666666,0.0249652425049974,0.4836666666666667,0.0457638867813184,,,,,0.062,0.0437977168354698,,,,,0.0368,0.0258170486307013,,,,,-0.00294,0.0003386738844375,0.3636666666666666,0.0644386012676667,0.0211666666666666,0.0107686272724676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.7-Cd-0.3_pp0_rep2,uoft,6,240624,Au-0.614-Cd-0.386,"[0.0355105618091293, 0.0262741951985847]",,,,,,0.00014,0.017461695221255,0.568,0.0355105618091293,,,,,0.0316333333333333,0.009921861384505,,,,,0.0253333333333333,0.006054199644324,,,,,-0.0026866666666666,0.0005586889414811,0.3573333333333333,0.0262741951985847,0.0204333333333333,0.0054280137558165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.8-Cd-0.2_pp0_rep1,uoft,6,240624,Au-0.8-Cd-0.2,"[0.0289885034683291, 0.0235442845152137]",,,,,,0.00955,0.0223913800378627,0.6886666666666668,0.0289885034683291,,,,,0.061,0.0099739661118333,,,,,0.0476333333333333,0.0168838186833824,,,,,-0.0013566666666666,0.0014549684990862,0.1716666666666666,0.0235442845152137,0.0226999999999999,0.0055749439459065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.833-Cd-0.167_pp0_rep1,uoft,6,240624,Au-0.687-Cd-0.313,"[0.0813172798364529, 0.0141421356237309]",,,,,,0.009705,0.0060740472503924,0.4245,0.0813172798364529,,,,,0.2224999999999999,0.1011162697096762,,,,,0.0847,0.0193747258045114,,,,,0.005945,0.0055083618254432,0.193,0.0141421356237309,0.0593,0.0141421356237309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.833-Cd-0.167_pp0_rep2,uoft,6,240624,Au-0.768-Cd-0.232,"[0.0217791949652261, 0.0100664459136943]",,,,,,-0.0030333333333333,0.0168396357838681,0.7343333333333334,0.0217791949652261,,,,,0.01198,0.0052357616446893,,,,,0.0167666666666666,0.0050302418762255,,,,,-0.0019966666666666,0.0006115826463637,0.2223333333333333,0.0100664459136943,0.0197333333333333,0.0029501412395567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Au-0.889-Cd-0.111_pp0_rep1,uoft,6,240624,Au-0.682-Cd-0.318,"[0.0659191423892432, 0.0344286702231343]",,,,,,-0.00901,0.0046311661598349,0.5203333333333333,0.0659191423892432,,,,,0.1001666666666666,0.022640303295966,,,,,0.0944666666666666,0.0603461128270357,,,,,-0.01427,0.0054644029866033,0.2426666666666666,0.0344286702231343,0.0655333333333333,0.0058773576829501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoft6_240624_Cd-0.125-Tl-0.875_pp0_rep1,uoft,6,240624,Cd-0.456-Tl-0.544,"[0.0615819237547296, 0.0678159273327439]",,,,,,0.0125666666666666,0.016916658456484,-0.0092333333333333,0.0057676887340886,,,,,0.0231333333333333,0.0115889315009336,,,,,0.0220333333333333,0.0034122328955294,,,,,0.509,0.0678159273327439,0.4273333333333333,0.0615819237547296,0.0151766666666666,0.0122493931822492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
