xrd dir,sample id,source,batch number,batch date,target comp,xrf comp,xrf offset,xrf stdev,allsolutions_cifids,allsolutions_formulas,allsolutions_weights,allsolutions_rwp,total no of solutions,solutions_target_cifids,solutions_target_qrankings,solutions_target_qscore,solutions_target_formulas,solutions_target_rwp,solutions_target_wt,solutions_target_rankings
vsp3_240718\/raw\/vsp3_240718_Au-0.333-Cu-0.667_pp0_rep3.xy,vsp3_240718_Au-0.333-Cu-0.667_pp0_rep3,vsp,3,240718,Au-0.333-Cu-0.667,Au-0.502-Cu-0.498,"[-0.169, 0.169]","[0.01, 0.01]","[['mp-1184018', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003187403'], ['dcgat-agm003187401'], ['cod-1510491', 'dcgat-agm003194953', 'mp-1120774'], ['cod-1510113'], ['mp-81'], ['dcgat-agm003194954', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003263381'], ['cod-1510114'], ['dcgat-agm003203429', 'mp-1120774'], ['dcgat-agm003266819', 'dcgat-agm002146075', 'dcgat-agm003157171'], ['dcgat-agm003162777', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003187405'], ['mp-1225677'], ['cod-1510112'], ['dcgat-agm003187404']]","[['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.75-Cu-0.25', 'Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.5-Cu-0.5'], ['Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0', 'Au-1.0'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.833-Cu-0.167', 'Cu-1.0'], ['Au-0.889-Cu-0.111', 'Au-0.25-Cu-0.75', 'Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5']]","[[0.43, 0.38, 0.19], [1.0], [1.0], [0.15, 0.85, 0.0], [1.0], [1.0], [0.61, 0.0, 0.39], [1.0], [1.0], [1.0, 0.0], [0.37, 0.01, 0.62], [0.16, 0.0, 0.84], [1.0], [1.0], [1.0], [1.0]]","[24.3, 25.5, 27.9, 28.1, 29.0, 29.3, 29.6, 30.1, 31.2, 32.8, 33.4, 34.2, 35.6, 35.9, 36.8, 46.2]",16,"[['dcgat-agm003187403'], ['dcgat-agm003187401'], ['cod-1510113'], ['dcgat-agm003263381'], ['cod-1510114'], ['dcgat-agm003187405'], ['mp-1225677'], ['cod-1510112'], ['dcgat-agm003187404']]","[94.18, 83.53, 79.06, 74.83, 70.82, 56.84, 55.99, 53.53, 33.45]",94.18,"[['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5']]","[25.5, 27.9, 29.0, 30.1, 31.2, 35.6, 35.9, 36.8, 46.2]","[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[2, 3, 5, 8, 9, 13, 14, 15, 16]"
vsp3_240718\/raw\/vsp3_240718_Au-0.375-Cu-0.625_pp0_rep1.xy,vsp3_240718_Au-0.375-Cu-0.625_pp0_rep1,vsp,3,240718,Au-0.375-Cu-0.625,Au-0.564-Cu-0.436,"[-0.189, 0.189]","[0.01, 0.01]","[['dcgat-agm003194953', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003264508', 'mp-1120774', 'dcgat-agm003157171'], ['mp-1184018', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003203429', 'mp-1120774', 'dcgat-agm003157171'], ['cod-1510430', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003194954', 'mp-1120774', 'dcgat-agm003157171'], ['mp-81'], ['dcgat-agm003162777', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003266818'], ['dcgat-agm003292053']]","[['Au-0.8-Cu-0.2', 'Cu-1.0', 'Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.833-Cu-0.167', 'Cu-1.0', 'Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0', 'Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0', 'Au-1.0'], ['Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.556-Cu-0.444'], ['Au-0.556-Cu-0.444']]","[[0.12, 0.38, 0.5], [0.25, 0.37, 0.38], [0.41, 0.37, 0.22], [0.28, 0.54, 0.18], [0.34, 0.49, 0.17], [0.27, 0.52, 0.21], [1.0], [0.06, 0.57, 0.37], [1.0], [1.0]]","[24.3, 24.4, 26.3, 26.3, 27.7, 27.7, 29.5, 29.7, 31.9, 33.6]",10,"[['dcgat-agm003266818'], ['dcgat-agm003292053']]","[68.39, 62.81]",68.39,"[['Au-0.556-Cu-0.444'], ['Au-0.556-Cu-0.444']]","[31.9, 33.6]","[[1.0], [1.0]]","[9, 10]"
vsp3_240718\/raw\/vsp3_240718_Au-0.4-Cu-0.6_pp0_rep1.xy,vsp3_240718_Au-0.4-Cu-0.6_pp0_rep1,vsp,3,240718,Au-0.4-Cu-0.6,Au-0.505-Cu-0.495,"[-0.105, 0.105]","[0.01, 0.01]","[['mp-1184018', 'mp-1120774'], ['cod-9000603', 'dcgat-agm003157171', 'mp-1120774'], ['dcgat-agm003194954', 'mp-1120774'], ['dcgat-agm003187403'], ['dcgat-agm003264508', 'mp-1120774'], ['dcgat-agm003187401'], ['dcgat-agm003194953', 'mp-1120774'], ['mp-81'], ['mp-81', 'mp-989782'], ['dcgat-agm003266819', 'dcgat-agm003157171', 'mp-1120774'], ['cod-1510430', 'mp-1120774'], ['mp-1225677'], ['dcgat-agm003203429', 'mp-1120774'], ['cod-1510112'], ['dcgat-agm003187404'], ['dcgat-agm003200086'], ['dcgat-agm003187406'], ['dcgat-agm003187405']]","[['Au-0.75-Cu-0.25', 'Cu-1.0'], ['Cu-0.571-O-0.429', 'Au-1.0', 'Cu-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.5-Cu-0.5'], ['Au-0.75-Cu-0.25', 'Cu-1.0'], ['Au-0.5-Cu-0.5'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-1.0'], ['Au-1.0', 'Cu-1.0'], ['Au-0.889-Cu-0.111', 'Au-1.0', 'Cu-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.5-Cu-0.5'], ['Au-0.833-Cu-0.167', 'Cu-1.0'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5']]","[[0.63, 0.37], [0.0, 0.63, 0.37], [0.25, 0.75], [1.0], [0.56, 0.44], [1.0], [1.0, 0.0], [1.0], [1.0, 0.0], [0.09, 0.35, 0.56], [0.6, 0.4], [1.0], [0.57, 0.43], [1.0], [1.0], [1.0], [1.0], [1.0]]","[24.9, 26.1, 26.2, 26.3, 27.6, 27.9, 29.2, 29.6, 30.5, 31.9, 32.9, 33.8, 35.0, 36.3, 42.6, 46.1, 47.7, 48.2]",18,"[['dcgat-agm003187403'], ['dcgat-agm003187401'], ['mp-1225677'], ['cod-1510112'], ['dcgat-agm003187404'], ['dcgat-agm003200086'], ['dcgat-agm003187406'], ['dcgat-agm003187405']]","[93.24, 86.07, 64.08, 56.55, 41.27, 34.65, 31.98, 31.19]",93.24,"[['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5'], ['Au-0.5-Cu-0.5']]","[26.3, 27.9, 33.8, 36.3, 42.6, 46.1, 47.7, 48.2]","[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[4, 6, 12, 14, 15, 16, 17, 18]"
vsp3_240718\/raw\/vsp3_240718_Au-0.429-Cu-0.571_pp0_rep1.xy,vsp3_240718_Au-0.429-Cu-0.571_pp0_rep1,vsp,3,240718,Au-0.429-Cu-0.571,Au-0.619-Cu-0.381,"[-0.19, 0.19]","[0.04, 0.04]","[['dcgat-agm003194953', 'mp-1120774', 'dcgat-agm003157171'], ['mp-1184018', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003264508', 'mp-1120774', 'dcgat-agm003157171'], ['cod-1510491', 'dcgat-agm002146075', 'dcgat-agm003194954'], ['dcgat-agm003203427', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003203429', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003194954', 'mp-1120774', 'dcgat-agm003157171'], ['cod-1000063', 'dcgat-agm003194954', 'mp-1120774'], ['mp-81'], ['dcgat-agm003194949'], ['cod-1510597', 'dcgat-agm003194954', 'mp-1120774'], ['dcgat-agm003162777', 'mp-1120774', 'dcgat-agm003157171'], ['dcgat-agm003200107'], ['dcgat-agm003194947', 'mp-1120774', 'dcgat-agm003157171'], ['oqmd-322186', 'mp-1120774', 'dcgat-agm003157171'], ['oqmd-1435915'], ['dcgat-agm003160488'], ['dcgat-agm003264511'], ['dcgat-agm003200121'], ['dcgat-agm003266819', 'dcgat-agm003157171', 'mp-1120774'], ['dcgat-agm003292053'], ['dcgat-agm003266818'], ['dcgat-agm003267557'], ['dcgat-agm003194947'], ['dcgat-agm003193292'], ['dcgat-agm003194948'], ['mp-30', 'dcgat-agm003194954', 'mp-1120774'], ['cod-1510502', 'dcgat-agm003194954', 'mp-1120774']]","[['Au-0.8-Cu-0.2', 'Cu-1.0', 'Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.75-Cu-0.25', 'Au-0.25-Cu-0.75', 'Au-0.8-Cu-0.2'], ['Au-0.833-Cu-0.167', 'Cu-1.0', 'Au-1.0'], ['Au-0.833-Cu-0.167', 'Cu-1.0', 'Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0', 'Au-1.0'], ['Cu-0.667-O-0.333', 'Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-1.0'], ['Au-0.6-Cu-0.4'], ['Au-0.2-Cu-0.8', 'Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.667-Cu-0.333'], ['Au-0.6-Cu-0.4', 'Cu-1.0', 'Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0', 'Au-1.0'], ['Au-0.667-Cu-0.333'], ['Au-0.667-Cu-0.333'], ['Au-0.625-Cu-0.375'], ['Au-0.667-Cu-0.333'], ['Au-0.889-Cu-0.111', 'Au-1.0', 'Cu-1.0'], ['Au-0.556-Cu-0.444'], ['Au-0.556-Cu-0.444'], ['Au-0.667-Cu-0.333'], ['Au-0.6-Cu-0.4'], ['Au-0.6-Cu-0.4'], ['Au-0.6-Cu-0.4'], ['Cu-1.0', 'Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.03-Cu-0.97', 'Au-0.8-Cu-0.2', 'Cu-1.0']]","[[0.09, 0.37, 0.54], [0.44, 0.31, 0.25], [0.42, 0.3, 0.28], [0.16, 0.14, 0.7], [0.69, 0.0, 0.31], [0.34, 0.4, 0.26], [0.31, 0.47, 0.23], [0.07, 0.51, 0.43], [1.0], [1.0], [0.0, 0.54, 0.46], [0.04, 0.6, 0.36], [1.0], [0.01, 0.65, 0.34], [0.02, 0.56, 0.43], [1.0], [1.0], [1.0], [1.0], [0.08, 0.48, 0.45], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [0.0, 0.76, 0.24], [0.0, 0.68, 0.32]]","[21.3, 22.9, 23.1, 24.4, 24.5, 24.8, 24.8, 26.8, 26.9, 26.9, 27.0, 27.3, 27.4, 27.5, 28.3, 29.8, 30.2, 30.2, 30.3, 31.1, 31.7, 31.9, 35.2, 35.7, 36.3, 37.1, 45.5, 46.5]",28,"[['dcgat-agm003194949'], ['dcgat-agm003200107'], ['oqmd-1435915'], ['dcgat-agm003160488'], ['dcgat-agm003264511'], ['dcgat-agm003200121'], ['dcgat-agm003292053'], ['dcgat-agm003266818'], ['dcgat-agm003267557'], ['dcgat-agm003194947'], ['dcgat-agm003193292'], ['dcgat-agm003194948']]","[75.58, 73.71, 65.38, 64.08, 64.08, 63.76, 59.45, 58.86, 49.91, 48.68, 47.24, 45.38]",75.58,"[['Au-0.6-Cu-0.4'], ['Au-0.667-Cu-0.333'], ['Au-0.667-Cu-0.333'], ['Au-0.667-Cu-0.333'], ['Au-0.625-Cu-0.375'], ['Au-0.667-Cu-0.333'], ['Au-0.556-Cu-0.444'], ['Au-0.556-Cu-0.444'], ['Au-0.667-Cu-0.333'], ['Au-0.6-Cu-0.4'], ['Au-0.6-Cu-0.4'], ['Au-0.6-Cu-0.4']]","[26.9, 27.4, 29.8, 30.2, 30.2, 30.3, 31.7, 31.9, 35.2, 35.7, 36.3, 37.1]","[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[10, 13, 16, 17, 18, 19, 21, 22, 23, 24, 25, 26]"
vsp3_240718\/raw\/vsp3_240718_Au-0.5-Cu-0.5_pp0_rep1.xy,vsp3_240718_Au-0.5-Cu-0.5_pp0_rep1,vsp,3,240718,Au-0.5-Cu-0.5,Au-0.729-Cu-0.271,"[-0.229, 0.229]","[0.01, 0.01]","[['dcgat-agm002146353', 'dcgat-agm003157171', 'mp-1120774'], ['mp-1184018'], ['oqmd-322186'], ['mp-81'], ['cod-1510430', 'mp-1120774'], ['dcgat-agm003266819', 'dcgat-agm003157171'], ['dcgat-agm003264508'], ['dcgat-agm003162779'], ['dcgat-agm003190385'], ['dcgat-agm003203429'], ['cod-1510491'], ['dcgat-agm003162781'], ['dcgat-agm003162782']]","[['Au-0.875-Cu-0.125', 'Au-1.0', 'Cu-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.889-Cu-0.111', 'Au-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.833-Cu-0.167'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25']]","[[0.52, 0.3, 0.18], [1.0], [1.0], [1.0], [0.66, 0.34], [0.8, 0.2], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[23.7, 25.5, 26.2, 27.4, 27.8, 28.4, 28.9, 29.5, 30.2, 31.2, 35.0, 38.2, 45.5]",13,[],[0],0.0,[],[],[],[]
vsp3_240718\/raw\/vsp3_240718_Au-0.556-Cu-0.444_pp0_rep1.xy,vsp3_240718_Au-0.556-Cu-0.444_pp0_rep1,vsp,3,240718,Au-0.556-Cu-0.444,Au-0.769-Cu-0.231,"[-0.213, 0.213]","[0.01, 0.01]","[['mp-1184018'], ['mp-81'], ['dcgat-agm003264508'], ['cod-1510430', 'mp-1120774'], ['oqmd-322186'], ['mp-81', 'mp-989782'], ['dcgat-agm003190385'], ['dcgat-agm003203429', 'mp-1120774'], ['dcgat-agm003266819', 'dcgat-agm003157171', 'mp-1120774'], ['dcgat-agm002146353', 'mp-1120774'], ['cod-1510491'], ['dcgat-agm003162779'], ['dcgat-agm003162781']]","[['Au-0.75-Cu-0.25'], ['Au-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.75-Cu-0.25'], ['Au-1.0', 'Cu-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.833-Cu-0.167', 'Cu-1.0'], ['Au-0.889-Cu-0.111', 'Au-1.0', 'Cu-1.0'], ['Au-0.875-Cu-0.125', 'Cu-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25']]","[[1.0], [1.0], [1.0], [0.67, 0.33], [1.0], [1.0, 0.0], [1.0], [1.0, 0.0], [0.28, 0.72, 0.0], [1.0, 0.0], [1.0], [1.0], [1.0]]","[30.6, 33.2, 33.3, 33.3, 33.7, 34.4, 36.6, 37.8, 38.4, 39.9, 41.1, 42.2, 47.5]",13,"[['mp-1184018'], ['dcgat-agm003264508'], ['oqmd-322186'], ['dcgat-agm003190385'], ['cod-1510491'], ['dcgat-agm003162779'], ['dcgat-agm003162781']]","[100.0, 87.37, 85.64, 74.08, 59.16, 55.99, 42.96]",100.0,"[['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25']]","[30.6, 33.3, 33.7, 36.6, 41.1, 42.2, 47.5]","[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[1, 3, 5, 7, 11, 12, 13]"
vsp3_240718\/raw\/vsp3_240718_Au-0.571-Cu-0.429_pp0_rep1.xy,vsp3_240718_Au-0.571-Cu-0.429_pp0_rep1,vsp,3,240718,Au-0.571-Cu-0.429,Au-0.735-Cu-0.265,"[-0.164, 0.164]","[0.02, 0.02]","[['mp-1184018'], ['dcgat-agm003194953'], ['mp-81'], ['mp-81', 'mp-989782'], ['dcgat-agm003266819', 'dcgat-agm003157171'], ['cod-1510430', 'mp-1120774'], ['dcgat-agm003264508'], ['dcgat-agm003194954'], ['dcgat-agm003203429'], ['cod-1510491'], ['dcgat-agm003203427']]","[['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2'], ['Au-1.0'], ['Au-1.0', 'Cu-1.0'], ['Au-0.889-Cu-0.111', 'Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2'], ['Au-0.833-Cu-0.167'], ['Au-0.75-Cu-0.25'], ['Au-0.833-Cu-0.167']]","[[1.0], [1.0], [1.0], [1.0, 0.0], [0.81, 0.19], [0.66, 0.34], [1.0], [1.0], [1.0], [1.0], [1.0]]","[31.1, 32.1, 32.8, 33.9, 34.2, 34.4, 34.7, 36.7, 37.4, 40.8, 42.4]",11,"[['mp-1184018'], ['dcgat-agm003264508'], ['cod-1510491']]","[100.0, 83.53, 61.57]",100.0,"[['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25']]","[31.1, 34.7, 40.8]","[[1.0], [1.0], [1.0]]","[1, 7, 10]"
vsp3_240718\/raw\/vsp3_240718_Au-0.6-Cu-0.4_pp0_rep1.xy,vsp3_240718_Au-0.6-Cu-0.4_pp0_rep1,vsp,3,240718,Au-0.6-Cu-0.4,Au-0.699-Cu-0.301,"[-0.099, 0.099]","[0.01, 0.01]","[['mp-1184018'], ['dcgat-agm003194953'], ['mp-81'], ['cod-1510430', 'mp-1120774'], ['dcgat-agm002146353'], ['dcgat-agm003194949'], ['dcgat-agm003264508'], ['dcgat-agm003203429'], ['cod-9000603', 'dcgat-agm003157171'], ['dcgat-agm003194947'], ['dcgat-agm003194948']]","[['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2'], ['Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.875-Cu-0.125'], ['Au-0.6-Cu-0.4'], ['Au-0.75-Cu-0.25'], ['Au-0.833-Cu-0.167'], ['Cu-0.571-O-0.429', 'Au-1.0'], ['Au-0.6-Cu-0.4'], ['Au-0.6-Cu-0.4']]","[[1.0], [1.0], [1.0], [0.64, 0.36], [1.0], [1.0], [1.0], [1.0], [0.08, 0.92], [1.0], [1.0]]","[29.4, 30.8, 31.4, 32.0, 33.1, 33.5, 33.6, 35.2, 37.0, 38.3, 44.2]",11,[],[0],0.0,[],[],[],[]
vsp3_240718\/raw\/vsp3_240718_Au-0.625-Cu-0.375_pp0_rep1.xy,vsp3_240718_Au-0.625-Cu-0.375_pp0_rep1,vsp,3,240718,Au-0.625-Cu-0.375,Au-0.764-Cu-0.236,"[-0.139, 0.139]","[0.0, 0.0]","[['dcgat-agm003194953'], ['mp-81'], ['mp-1184018', 'mp-1120774'], ['cod-1510430', 'mp-1120774'], ['dcgat-agm003203427'], ['cod-2106291', 'dcgat-agm003157171', 'mp-1120774'], ['dcgat-agm003194954', 'mp-1120774'], ['dcgat-agm003203429'], ['dcgat-agm003264511'], ['dcgat-agm003266819', 'dcgat-agm003157171'], ['dcgat-agm002146353', 'mp-1120774']]","[['Au-0.8-Cu-0.2'], ['Au-1.0'], ['Au-0.75-Cu-0.25', 'Cu-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.833-Cu-0.167'], ['Cu-0.124-O-0.876', 'Au-1.0', 'Cu-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.833-Cu-0.167'], ['Au-0.625-Cu-0.375'], ['Au-0.889-Cu-0.111', 'Au-1.0'], ['Au-0.875-Cu-0.125', 'Cu-1.0']]","[[1.0], [1.0], [1.0, 0.0], [0.69, 0.31], [1.0], [0.17, 0.51, 0.33], [0.43, 0.57], [1.0], [1.0], [0.26, 0.74], [1.0, 0.0]]","[31.3, 31.8, 32.3, 32.5, 35.7, 35.7, 35.8, 36.1, 36.6, 37.3, 40.3]",11,[],[0],0.0,[],[],[],[]
vsp3_240718\/raw\/vsp3_240718_Au-0.667-Cu-0.333_pp0_rep1.xy,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep1,vsp,3,240718,Au-0.667-Cu-0.333,Au-0.781-Cu-0.219,"[-0.114, 0.114]","[0.01, 0.01]","[['mp-989782'], ['dcgat-agm003194953'], ['mp-81'], ['cod-1510430', 'mp-1120774'], ['dcgat-agm002146353', 'mp-1120774'], ['dcgat-agm003203429', 'mp-1120774'], ['cod-1510430'], ['dcgat-agm003194951'], ['dcgat-agm003194954'], ['dcgat-agm003266819', 'dcgat-agm003157171', 'mp-1120774'], ['dcgat-agm003194952'], ['dcgat-agm003194950']]","[['Cu-1.0'], ['Au-0.8-Cu-0.2'], ['Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.875-Cu-0.125', 'Cu-1.0'], ['Au-0.833-Cu-0.167', 'Cu-1.0'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.889-Cu-0.111', 'Au-1.0', 'Cu-1.0'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2']]","[[1.0], [1.0], [1.0], [0.69, 0.31], [1.0, 0.0], [0.56, 0.44], [1.0], [1.0], [1.0], [0.21, 0.79, 0.0], [1.0], [1.0]]","[25.6, 28.1, 28.4, 28.6, 29.3, 30.5, 30.6, 31.4, 33.9, 34.6, 38.1, 47.8]",12,"[['dcgat-agm003194953'], ['cod-1510430'], ['dcgat-agm003194951'], ['dcgat-agm003194954'], ['dcgat-agm003194952'], ['dcgat-agm003194950']]","[88.25, 77.88, 74.83, 66.03, 53.53, 32.96]",88.25,"[['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2']]","[28.1, 30.6, 31.4, 33.9, 38.1, 47.8]","[[1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[2, 7, 8, 9, 11, 12]"
vsp3_240718\/raw\/vsp3_240718_Au-0.667-Cu-0.333_pp0_rep2.xy,vsp3_240718_Au-0.667-Cu-0.333_pp0_rep2,vsp,3,240718,Au-0.667-Cu-0.333,Au-0.763-Cu-0.237,"[-0.096, 0.096]","[0.04, 0.04]","[['cod-1510491', 'dcgat-agm002146075', 'mp-1008634'], ['mp-1184018'], ['dcgat-agm003194953'], ['mp-81'], ['cod-1510430', 'mp-1120774'], ['dcgat-agm003194954', 'mp-1120774'], ['dcgat-agm002146353', 'mp-1120774'], ['dcgat-agm003203427'], ['dcgat-agm003264508'], ['dcgat-agm003266819', 'dcgat-agm003157171'], ['dcgat-agm003190385'], ['cod-1510430'], ['dcgat-agm003194951'], ['dcgat-agm003203429'], ['dcgat-agm003194954'], ['dcgat-agm003162779'], ['dcgat-agm003162781'], ['oqmd-1520456'], ['dcgat-agm003194950']]","[['Au-0.75-Cu-0.25', 'Au-0.25-Cu-0.75', 'Au-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2'], ['Au-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.8-Cu-0.2', 'Cu-1.0'], ['Au-0.875-Cu-0.125', 'Cu-1.0'], ['Au-0.833-Cu-0.167'], ['Au-0.75-Cu-0.25'], ['Au-0.889-Cu-0.111', 'Au-1.0'], ['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.833-Cu-0.167'], ['Au-0.8-Cu-0.2'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2']]","[[0.68, 0.17, 0.15], [1.0], [1.0], [1.0], [0.7, 0.3], [0.34, 0.66], [0.99, 0.01], [1.0], [1.0], [0.76, 0.24], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[29.2, 29.6, 31.2, 31.4, 32.0, 32.3, 32.6, 33.3, 33.4, 33.4, 33.8, 34.2, 34.4, 36.3, 38.4, 41.8, 45.0, 46.6, 48.0]",19,"[['mp-1184018'], ['dcgat-agm003194953'], ['cod-1510430'], ['dcgat-agm003203427'], ['dcgat-agm003264508'], ['dcgat-agm003190385'], ['cod-1510430'], ['dcgat-agm003194951'], ['dcgat-agm003203429'], ['dcgat-agm003194954'], ['dcgat-agm003162779'], ['dcgat-agm003162781'], ['oqmd-1520456'], ['dcgat-agm003194950']]","[98.02, 90.48, 86.94, 81.46, 81.06, 79.45, 77.88, 77.11, 70.12, 63.13, 53.26, 45.38, 41.9, 39.06]",98.02,"[['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.833-Cu-0.167'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2'], ['Au-0.8-Cu-0.2'], ['Au-0.833-Cu-0.167'], ['Au-0.8-Cu-0.2'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.75-Cu-0.25'], ['Au-0.8-Cu-0.2']]","[29.6, 31.2, 32.0, 33.3, 33.4, 33.8, 34.2, 34.4, 36.3, 38.4, 41.8, 45.0, 46.6, 48.0]","[[1.0], [1.0], [0.7], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0], [1.0]]","[2, 3, 5, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19]"
