,bulk_id,slab_comp,predicted_voltage_she
20340,mp-864971,Mn-0.25-Ru-0.5-Sn-0.25,-1.1440100869131928
23167,oqmd-324368,Au-0.25-Pd-0.75,-1.1440295539062721
5892,dcgat-agm002315095,Au-0.273-Se-0.727,-1.1440435664018054
7387,dcgat-agm003077174,Au-0.2-H-0.2-Pd-0.6,-1.144081598603266
11302,dcgat-agm003203447,Au-0.833-Pt-0.167,-1.1440955329403648
1113,dcgat-agm001218732,Cd-0.25-Pd-0.5-Pt-0.25,-1.1442228481332237
19346,mp-12608,Cu-0.125-Pt-0.875,-1.1442556661234278
23194,oqmd-344070,Ru-0.75-W-0.25,-1.14436519280811
13568,dcgat-agm003328213,Ag-0.375-Pd-0.375-Pt-0.25,-1.1446096405943544
16984,dcgat-agm003659717,Se-0.5-Te-0.1-Tl-0.4,-1.1446429476330078
15132,dcgat-agm003516144,Au-0.091-Hg-0.182-Pd-0.727,-1.144730832479206
5893,dcgat-agm002315282,Au-0.333-Se-0.667,-1.1448022711543913
15255,dcgat-agm003526843,Pd-0.727-Pt-0.091-Te-0.182,-1.1449299361511942
14850,dcgat-agm003485267,Cd-0.111-Pd-0.667-Pt-0.222,-1.145139442536549
17594,dcgat-agm003763463,Ag-0.125-Pd-0.75-Pt-0.125,-1.1451426913760119
5406,dcgat-agm002216085,Cd-0.222-H-0.667-Ir-0.111,-1.1452572004355743
17434,dcgat-agm003742481,Ir-0.167-Pt-0.167-Se-0.667,-1.1452718945811449
14720,dcgat-agm003471235,Au-0.125-Pd-0.625-Tl-0.25,-1.145288998684543
8053,dcgat-agm003162852,Au-0.75-Pt-0.25,-1.145387683471844
14860,dcgat-agm003486515,Au-0.222-Pb-0.111-Pd-0.667,-1.1454350434387788
1545,dcgat-agm001282283,H-0.25-Pd-0.75,-1.1455757449214867
12722,dcgat-agm003289670,Se-0.429-Tl-0.571,-1.1455868560292606
1390,dcgat-agm001260511,Ag-0.333-Pd-0.333-Pt-0.333,-1.14568250858561
17442,dcgat-agm003742568,Au-0.167-Pd-0.167-Se-0.667,-1.1456871339234618
18424,mp-1102430,Ir-0.333-Sb-0.333-Te-0.333,-1.1457603236736946
18317,mp-1078721,In-0.25-Pd-0.75,-1.1457828523247677
13228,dcgat-agm003299653,Pd-0.875-Pt-0.125,-1.145845271920718
4486,dcgat-agm002136484,As-0.143-Pt-0.714-Sn-0.143,-1.1458711871319074
4418,dcgat-agm002126745,Pd-0.5-Pt-0.5,-1.146103610685778
18631,mp-1185981,Ir-0.25-Mn-0.5-Rh-0.25,-1.1461935506542464
5517,dcgat-agm002234321,Pb-0.167-Pd-0.833,-1.146320312344792
7416,dcgat-agm003077346,H-0.2-Pd-0.6-Pt-0.2,-1.1465187125925533
20240,mp-754,Rh-0.333-Te-0.667,-1.1467235958513204
3775,dcgat-agm002018216,Se-0.667-Te-0.333,-1.1468105512205815
12761,dcgat-agm003290367,Au-0.625-Pd-0.375,-1.1469439829998067
5107,dcgat-agm002185519,Pt-0.429-Se-0.571,-1.1469888868150924
20967,oqmd-1228174,Au-0.5-Pd-0.5,-1.1470202995907441
3219,dcgat-agm001630247,H-0.2-Pd-0.2-Pt-0.4-Zn-0.2,-1.147059155683721
10041,dcgat-agm003190387,Au-0.75-Pt-0.25,-1.1470943573647796
14818,dcgat-agm003481625,Ag-0.111-Au-0.222-Pd-0.667,-1.1472876535658112
21702,oqmd-1472115,Cd-0.125-Pt-0.875,-1.1473006737112579
1138,dcgat-agm001219454,Pd-0.25-Pt-0.5-Tl-0.25,-1.147344597075294
5014,dcgat-agm002179610,Pd-0.875-Sb-0.125,-1.147406071702318
22932,oqmd-1736033,Ag-0.5-Se-0.5,-1.1474404182340243
21348,oqmd-1369425,Mn-0.333-V-0.667,-1.1474847640711872
18913,mp-1216677,Pb-0.05-Pd-0.75-Tl-0.2,-1.1475296098891854
5076,dcgat-agm002185007,Ag-0.5-Au-0.167-Se-0.333,-1.1477002296177727
16995,dcgat-agm003661802,Ag-0.545-Se-0.364-Tl-0.091,-1.1477466877681848
12887,dcgat-agm003292479,Ag-0.444-Pd-0.556,-1.1479783331550455
13221,dcgat-agm003299639,Ge-0.125-Pt-0.875,-1.1480431796064225
4995,dcgat-agm002179513,Ag-0.25-Pd-0.75,-1.1480607054203573
18355,mp-1080603,Co-0.125-Fe-0.875,-1.14812205280028
8387,dcgat-agm003166413,Ag-0.25-Au-0.5-Pt-0.25,-1.1481714744472602
8388,dcgat-agm003166414,Ag-0.25-Au-0.5-Pt-0.25,-1.148190534184356
16352,dcgat-agm003638898,Cd-0.5-Pt-0.4-Rh-0.1,-1.1482091315474343
23060,oqmd-302198,Ir-0.75-Tc-0.25,-1.1482699715787685
15137,dcgat-agm003516791,Hg-0.182-Pb-0.091-Pd-0.727,-1.148279066902612
23059,oqmd-302114,Fe-0.25-Ir-0.75,-1.1482822940752762
14915,dcgat-agm003489437,Ag-0.111-Hg-0.222-Pd-0.667,-1.1483410381827759
6210,dcgat-agm002350916,Pb-0.167-Pd-0.833,-1.1485510032902067
5072,dcgat-agm002184995,Se-1.0,-1.1486124158492532
11869,dcgat-agm003260504,Ag-0.75-Pt-0.25,-1.1487106189951954
7412,dcgat-agm003077325,H-0.2-Pd-0.6-Pt-0.2,-1.1487120551190473
7407,dcgat-agm003077320,H-0.2-Pd-0.6-Pt-0.2,-1.1487289584492957
15105,dcgat-agm003515761,Ag-0.182-Pd-0.727-Tl-0.091,-1.1487421788590786
23007,oqmd-18532,Cu-0.5-Pt-0.5,-1.148744176623946
15104,dcgat-agm003515760,Ag-0.091-Pd-0.727-Tl-0.182,-1.1488816250624132
23309,oqmd-459662,Cu-0.25-Ir-0.5-Si-0.25,-1.1489108138068311
12565,dcgat-agm003285783,Pd-0.867-Se-0.133,-1.14893992655314
17707,dcgat-agm003766488,Ag-0.125-Hg-0.125-Pd-0.75,-1.1489962919617431
15135,dcgat-agm003516517,Hg-0.182-Pd-0.727-Tl-0.091,-1.1490280162525353
8381,dcgat-agm003166401,Ag-0.25-Au-0.5-Pt-0.25,-1.1491032726295356
3603,dcgat-agm001828552,Au-0.25-Pd-0.75,-1.1491847001083468
5009,dcgat-agm002179569,Cd-0.167-Pd-0.833,-1.1492683839679176
13107,dcgat-agm003297376,Au-0.2-Pd-0.8,-1.1493988473384498
13144,dcgat-agm003298609,Cd-0.167-Pd-0.833,-1.1496051876496383
10613,dcgat-agm003194961,Au-0.6-Pt-0.4,-1.149685111262757
19861,mp-30853,Pt-0.6-Tl-0.4,-1.1497924576571235
6853,dcgat-agm002944331,Ag-0.4-Se-0.4-Tl-0.2,-1.1498718200862368
17946,dcgat-agm003774329,Cd-0.125-Pt-0.75-Sb-0.125,-1.1500560242160534
5453,dcgat-agm002222909,Ge-0.25-Mn-0.25-Pt-0.5,-1.150108604690581
13005,dcgat-agm003295288,H-0.333-Pt-0.667,-1.150121531361989
10170,dcgat-agm003190948,Ag-0.25-Au-0.5-Pt-0.25,-1.1501943583229033
5682,dcgat-agm002267620,Cu-0.111-Pt-0.889,-1.1502485186898421
14874,dcgat-agm003487724,Au-0.222-Pd-0.667-Pt-0.111,-1.150382817896015
16596,dcgat-agm003643371,Ag-0.1-Au-0.5-Pd-0.4,-1.150435140011703
3575,dcgat-agm001827964,Cd-0.25-Pd-0.75,-1.1504627355758403
6288,dcgat-agm002360711,Pt-0.875-Zn-0.125,-1.1505161197647018
12712,dcgat-agm003289528,Au-0.571-Pd-0.429,-1.1506481487501574
8599,dcgat-agm003170560,Au-0.25-Cu-0.25-Se-0.5,-1.1506869505633746
2071,dcgat-agm001417020,Ag-0.5-Pd-0.5,-1.150726188627854
15961,dcgat-agm003612163,In-0.25-Pd-0.25-Pt-0.5,-1.1507477925505203
3392,dcgat-agm001644787,Ga-0.2-H-0.2-Pd-0.2-Pt-0.4,-1.1507841000975998
12957,dcgat-agm003294461,Pd-0.667-Pt-0.333,-1.1507924240862826
20522,mp-977129,Hg-0.25-Pd-0.75,-1.1508025208604131
6507,dcgat-agm002488419,H-0.2-Hf-0.2-Ir-0.6,-1.1508275596660638
18176,mp-1025353,As-0.143-Pt-0.714-Tl-0.143,-1.1508431278363078
1515,dcgat-agm001280692,Ag-0.25-Pd-0.75,-1.1509709074461925
6816,dcgat-agm002925309,H-0.4-Pd-0.4-Pt-0.2,-1.1510064620904736
6480,dcgat-agm002385700,Cd-0.167-Pt-0.833,-1.1510225011410422
2873,dcgat-agm001619779,H-0.2-Pd-0.2-Pt-0.4-Tl-0.2,-1.1510680388083196
17329,dcgat-agm003734812,Au-0.167-Cd-0.167-Pd-0.667,-1.1510838970409343
18617,mp-1184658,Hg-0.25-Pd-0.75,-1.1511734025378084
12656,dcgat-agm003288364,H-0.286-Pd-0.714,-1.1512259457245597
17599,dcgat-agm003763514,Au-0.125-Pd-0.75-Pt-0.125,-1.15124877345216
13747,dcgat-agm003373486,Pd-0.417-Pt-0.417-Sb-0.167,-1.1512640310257929
10750,dcgat-agm003196079,Au-0.833-Pt-0.167,-1.1513333455678532
13114,dcgat-agm003297739,H-0.2-Pd-0.8,-1.1514631859219495
22999,oqmd-18004,Pt-0.75-Sn-0.25,-1.1515507649305747
12839,dcgat-agm003291216,Au-0.3-Pd-0.7,-1.151606796390689
12926,dcgat-agm003293225,Ag-0.583-Pd-0.417,-1.151614043165662
20607,oqmd-10118,In-0.25-Pt-0.75,-1.151786843603324
5779,dcgat-agm002281547,In-0.167-Pt-0.833,-1.1518083302056898
19748,mp-2646977,Pd-1.0,-1.1518191860114344
13948,dcgat-agm003407717,Cd-0.167-Pd-0.5-Pt-0.333,-1.151837016507491
15106,dcgat-agm003515775,Ag-0.182-Bi-0.091-Pd-0.727,-1.1518829845763534
14634,dcgat-agm003465723,Pd-0.25-Pt-0.625-Sn-0.125,-1.1519995708957516
1470,dcgat-agm001277196,Au-0.333-H-0.333-Rh-0.333,-1.1520025832045153
21442,oqmd-1373652,Pt-0.889-Zn-0.111,-1.1520251957512677
19294,mp-1227426,Bi-0.333-Rh-0.333-Te-0.333,-1.1520532385548763
5000,dcgat-agm002179538,Pd-0.75-Pt-0.25,-1.1521798345631988
13985,dcgat-agm003410618,Au-0.333-Pd-0.5-Pt-0.167,-1.1522101446368667
17600,dcgat-agm003763515,Au-0.75-Pd-0.125-Pt-0.125,-1.1522406085608816
17662,dcgat-agm003765711,Ir-0.125-Pd-0.125-Se-0.75,-1.1522414299488823
20226,mp-718,Pd-0.75-Sn-0.25,-1.1522871781361976
3770,dcgat-agm002018198,Se-0.667-Te-0.333,-1.1523793447471102
14155,dcgat-agm003428463,H-0.333-Pd-0.5-Pt-0.167,-1.1523810048343233
14050,dcgat-agm003416134,Au-0.167-Pd-0.5-Pt-0.333,-1.1525490289035396
3781,dcgat-agm002018295,Ag-0.333-Au-0.333-Se-0.333,-1.1526552972307256
5575,dcgat-agm002243547,Pt-0.714-Sb-0.143-Sn-0.143,-1.1526614061215779
9521,dcgat-agm003184234,Cd-0.25-Pt-0.75,-1.152787491352548
17754,dcgat-agm003768126,In-0.125-Pd-0.75-Tl-0.125,-1.1527931493610621
14861,dcgat-agm003486516,Au-0.222-Bi-0.111-Pd-0.667,-1.1528151073426742
21089,oqmd-1339164,Cd-0.167-Pd-0.833,-1.152905105902588
8389,dcgat-agm003166415,Ag-0.25-Au-0.5-Pt-0.25,-1.1529765726598677
13949,dcgat-agm003407721,In-0.167-Pd-0.5-Pt-0.333,-1.1529988638717228
22983,oqmd-1752850,Sb-0.125-Se-0.5-Tl-0.375,-1.1530100114496435
11635,dcgat-agm003209015,Ag-0.417-Pt-0.583,-1.1530155297182039
13944,dcgat-agm003407292,Au-0.4-H-0.2-Pd-0.4,-1.1531299104919666
317,dcgat-agm001118947,Au-0.25-Pd-0.5-Pt-0.25,-1.153140647484995
3594,dcgat-agm001828304,Ag-0.25-Pd-0.75,-1.1531584150816903
21418,oqmd-1372833,Pt-0.5-Tl-0.5,-1.153275701224453
17018,dcgat-agm003675528,In-0.083-Pd-0.5-Pt-0.417,-1.1533154843617273
17011,dcgat-agm003675486,Cd-0.083-Pd-0.5-Pt-0.417,-1.1533209152906037
20538,mp-977454,Au-0.25-Hg-0.25-Pd-0.5,-1.1533453093642008
8379,dcgat-agm003166398,Ag-0.5-Au-0.25-Pt-0.25,-1.153422377708187
13110,dcgat-agm003297485,Pb-0.2-Pd-0.8,-1.1534705923270314
12504,dcgat-agm003277945,Au-0.833-Pt-0.167,-1.1534760795046157
3393,dcgat-agm001644788,Ga-0.2-H-0.2-Pt-0.4-Rh-0.2,-1.1534873359772635
18168,mp-1025311,As-0.143-Cd-0.143-Pt-0.714,-1.1535390647010448
17604,dcgat-agm003763572,Hg-0.125-Pd-0.75-Pt-0.125,-1.15354774259671
8435,dcgat-agm003166951,Ag-0.25-Cd-0.25-Pt-0.5,-1.1536081243538727
12580,dcgat-agm003285952,As-0.133-Pd-0.867,-1.1536176559564217
13762,dcgat-agm003374269,Ag-0.167-Au-0.417-Pd-0.417,-1.1536322552507254
10881,dcgat-agm003197192,Cu-0.167-Pt-0.833,-1.1536592041224987
7673,dcgat-agm003153628,Hg-0.25-Se-0.5-Zn-0.25,-1.1536913127380406
15139,dcgat-agm003516798,Bi-0.091-Hg-0.182-Pd-0.727,-1.1537628332869967
5862,dcgat-agm002307143,Pd-0.833-Tl-0.167,-1.1538315725194468
20562,mp-982261,Pb-0.333-Se-0.667,-1.1539419664694979
8056,dcgat-agm003162858,Au-0.5-Pt-0.5,-1.1540480667192403
5514,dcgat-agm002234312,In-0.167-Pd-0.833,-1.1540718747659762
12970,dcgat-agm003294527,Au-0.667-Pd-0.333,-1.1543120452666442
13082,dcgat-agm003297186,Pd-0.2-Pt-0.8,-1.1543742003110329
17182,dcgat-agm003701774,H-0.35-Pd-0.6-Pt-0.05,-1.1544571639676096
19659,mp-22309,Co-0.333-Se-0.667,-1.1545860836935469
850,dcgat-agm001193225,Ag-0.167-Pd-0.833,-1.154637838281113
8365,dcgat-agm003166373,Ag-0.25-Au-0.25-Pt-0.5,-1.154708056019619
7375,dcgat-agm003077131,Ag-0.2-H-0.2-Pd-0.6,-1.1547253090998328
19268,mp-1226729,Cd-0.25-Hg-0.25-Se-0.5,-1.1548246043729047
19816,mp-30151,Au-0.167-Cu-0.167-Se-0.667,-1.1548584694219413
12759,dcgat-agm003290361,Ag-0.375-Pd-0.625,-1.1548752642297488
12700,dcgat-agm003289302,Bi-0.188-Pd-0.812,-1.154920777874402
804,dcgat-agm001192679,Ga-0.167-Pt-0.833,-1.154924993539706
20034,mp-568380,Se-0.375-Tl-0.625,-1.154937671133578
12749,dcgat-agm003290324,Pd-0.375-Pt-0.625,-1.1549976254501875
21730,oqmd-1475779,In-0.2-Pd-0.4-Pt-0.4,-1.1550017287592231
9838,dcgat-agm003187270,Cd-0.25-Pt-0.75,-1.155035786952686
23398,oqmd-515140,Au-0.5-Ga-0.25-Mn-0.25,-1.1551365461367964
16030,dcgat-agm003615342,Ag-0.25-Pd-0.5-Pt-0.25,-1.15515594074785
12517,dcgat-agm003282958,Ag-0.167-Rh-0.167-Se-0.667,-1.15515811235298
7363,dcgat-agm003077114,Ag-0.2-H-0.2-Pd-0.6,-1.1552712513919299
13720,dcgat-agm003354875,Se-0.615-Te-0.231-Tl-0.154,-1.1552920184354485
23037,oqmd-298238,Cu-0.25-Pt-0.75,-1.155459995558433
13311,dcgat-agm003300256,Bi-0.111-Pd-0.889,-1.155532742427246
15462,dcgat-agm003546266,Pd-0.429-Pt-0.429-Sn-0.143,-1.1555625083010233
10494,dcgat-agm003193412,Cd-0.2-Pt-0.8,-1.1556358150809065
5863,dcgat-agm002307495,Pd-0.5-Pt-0.5,-1.1557118229565053
14794,dcgat-agm003481014,Ag-0.222-Pd-0.667-Pt-0.111,-1.155781867545075
21587,oqmd-1435890,Au-0.667-Pd-0.333,-1.1558639290626656
20867,oqmd-1039179,Bi-0.667-Ir-0.333,-1.1561323671058337
17945,dcgat-agm003774328,Cd-0.125-Pd-0.125-Pt-0.75,-1.156144192737771
17036,dcgat-agm003676192,Se-0.5-Sn-0.083-Tl-0.417,-1.156169946262322
2135,dcgat-agm001610673,Ag-0.2-Cd-0.2-H-0.2-Pt-0.4,-1.1562630264115321
23441,oqmd-551623,Ga-0.25-Ta-0.25-Tc-0.5,-1.156269945452058
8383,dcgat-agm003166403,Ag-0.25-Au-0.5-Pt-0.25,-1.1564110979965996
23103,oqmd-309755,Pd-0.75-Tl-0.25,-1.1564435668942625
6211,dcgat-agm002350917,Pb-0.167-Pd-0.833,-1.1564536029088175
12581,dcgat-agm003286025,Pd-0.867-Sb-0.133,-1.1565833694581893
14557,dcgat-agm003455149,Hg-0.143-Se-0.571-Tl-0.286,-1.1566316245655908
6427,dcgat-agm002379278,Hg-0.167-Pd-0.833,-1.1566451935688198
4527,dcgat-agm002144077,Co-0.273-Se-0.727,-1.1567243535851568
7380,dcgat-agm003077148,Au-0.2-H-0.2-Pd-0.6,-1.156787321227843
21404,oqmd-1372200,Ir-0.667-Si-0.333,-1.156976192868584
16270,dcgat-agm003634192,H-0.25-Pd-0.5-Pt-0.25,-1.1569779555115765
15125,dcgat-agm003516112,Au-0.091-Pd-0.727-Tl-0.182,-1.1570648720866914
1136,dcgat-agm001219353,In-0.25-Pd-0.25-Pt-0.5,-1.15715794239222
18444,mp-1103228,Bi-0.333-Ir-0.333-Se-0.333,-1.1571920424419018
8378,dcgat-agm003166397,Ag-0.5-Au-0.25-Pt-0.25,-1.1572209053812395
15083,dcgat-agm003514916,Au-0.091-Cd-0.182-Pd-0.727,-1.1572283250531936
20348,mp-865022,Ir-0.75-Mn-0.25,-1.15725823507444
12036,dcgat-agm003262270,In-0.25-Pt-0.75,-1.1573010505559291
1106,dcgat-agm001218664,Ag-0.25-Au-0.25-Pd-0.5,-1.157328314274543
6172,dcgat-agm002345642,Mn-0.167-Se-0.833,-1.157386661258129
7395,dcgat-agm003077228,H-0.2-Hg-0.2-Pd-0.6,-1.1573896636808123
15323,dcgat-agm003529831,Au-0.182-Pd-0.727-Te-0.091,-1.1574501162888544
20274,mp-861501,Ag-0.25-Hg-0.25-Pd-0.5,-1.157504141881891
1253,dcgat-agm001230237,Mn-0.25-Pd-0.5-V-0.25,-1.15753094858708
12668,dcgat-agm003288479,Au-0.714-Pd-0.286,-1.1575515423902547
15075,dcgat-agm003514266,Bi-0.182-Pd-0.727-Pt-0.091,-1.1575944998184458
3780,dcgat-agm002018275,Ag-0.333-Au-0.333-Se-0.333,-1.157638152685922
12569,dcgat-agm003285807,Pd-0.867-Te-0.133,-1.1576387493687563
13584,dcgat-agm003329404,Au-0.375-Cd-0.25-Pt-0.375,-1.157654970858352
15073,dcgat-agm003514252,In-0.182-Pd-0.727-Pt-0.091,-1.15765999262893
21458,oqmd-1374323,Bi-0.167-Pd-0.833,-1.157670440853086
13286,dcgat-agm003300139,Ga-0.111-Pd-0.889,-1.1576716764396768
574,dcgat-agm001143049,In-0.5-Ir-0.25-Pd-0.25,-1.1577061354254705
1535,dcgat-agm001282044,Cd-0.25-Pd-0.75,-1.157738261347946
4407,dcgat-agm002126397,Ag-0.5-Pd-0.5,-1.1577433439547726
12877,dcgat-agm003292364,Au-0.556-Pd-0.444,-1.1577623512673414
18123,mp-1018722,Hg-0.5-Se-0.5,-1.1578813523138423
6209,dcgat-agm002350914,In-0.167-Pd-0.833,-1.157911979675604
12503,dcgat-agm003277934,Au-0.5-Pt-0.5,-1.1579146738772281
18993,mp-1218977,Pd-0.375-Pt-0.375-Sn-0.25,-1.1579238019097087
12823,dcgat-agm003291124,Pd-0.3-Pt-0.7,-1.1579304748305952
5632,dcgat-agm002254090,As-0.143-Pd-0.714-Pt-0.143,-1.1579796900263162
18313,mp-1078666,Ga-0.25-Pt-0.75,-1.1580093152394704
4408,dcgat-agm002126400,Ag-0.5-Pd-0.5,-1.1580105164123933
15149,dcgat-agm003518378,Pd-0.727-Pt-0.091-Sb-0.182,-1.158161342691686
13268,dcgat-agm003300048,Pd-0.111-Pt-0.889,-1.1581755605010868
13748,dcgat-agm003373487,In-0.167-Pd-0.417-Pt-0.417,-1.158197993459253
15731,dcgat-agm003598060,Ag-0.333-Pd-0.333-Pt-0.333,-1.1583720748343662
3782,dcgat-agm002018296,Ag-0.333-Au-0.333-Se-0.333,-1.1584021792117185
17757,dcgat-agm003768134,Hg-0.125-Pd-0.75-Tl-0.125,-1.1584513320618806
17012,dcgat-agm003675487,Pd-0.5-Pt-0.417-Sn-0.083,-1.1584631302224704
17635,dcgat-agm003765030,Au-0.125-Cd-0.125-Pd-0.75,-1.1584810734758197
14929,dcgat-agm003490400,Au-0.222-Pd-0.667-Sb-0.111,-1.1586439567380449
14934,dcgat-agm003490941,Hg-0.222-Pd-0.667-Tl-0.111,-1.1586743966981778
21498,oqmd-1375485,Ge-0.25-Pd-0.25-Pt-0.5,-1.158745660658457
15606,dcgat-agm003575535,Au-0.1-H-0.3-Pd-0.6,-1.1587953432998792
17766,dcgat-agm003768404,In-0.125-Pb-0.125-Pd-0.75,-1.1588086826465323
23142,oqmd-321397,In-0.25-Pt-0.75,-1.158949638890503
5106,dcgat-agm002185517,Pd-0.429-Se-0.571,-1.1590118283224369
6431,dcgat-agm002379371,Pb-0.111-Pd-0.889,-1.1590620516448955
2048,dcgat-agm001416769,Pd-0.5-Pt-0.5,-1.1590908721324116
805,dcgat-agm001192682,Au-0.833-Pt-0.167,-1.1591032532975367
4997,dcgat-agm002179518,Cd-0.25-Pd-0.75,-1.1591315594466174
1559,dcgat-agm001282674,Au-0.25-Pd-0.75,-1.159230297212272
15953,dcgat-agm003612137,Cd-0.25-Pd-0.5-Pt-0.25,-1.1593761964607205
14878,dcgat-agm003488402,Au-0.222-Cd-0.111-Pd-0.667,-1.1593964985589644
12564,dcgat-agm003285764,Pd-0.867-Sn-0.133,-1.1595282747763562
22740,oqmd-1639308,In-0.125-Pd-0.75-Tl-0.125,-1.1595334075499104
19726,mp-2469,Cd-0.5-S-0.5,-1.1595387214453048
13691,dcgat-agm003341635,Ag-0.333-Au-0.444-Pt-0.222,-1.1595593511203126
15205,dcgat-agm003519765,Hg-0.091-Pd-0.727-Tl-0.182,-1.159570832435843
12557,dcgat-agm003285520,In-0.133-Pd-0.867,-1.1596109638552528
3731,dcgat-agm001851389,Pd-0.667-Pt-0.333,-1.1596274856158284
13592,dcgat-agm003329423,In-0.25-Pd-0.375-Pt-0.375,-1.1596759186533716
23183,oqmd-328322,Hg-0.5-Pd-0.5,-1.159764607567892
20406,mp-866022,Cd-0.25-Pt-0.75,-1.1598162168578896
3732,dcgat-agm001851390,Pd-0.333-Pt-0.667,-1.15981836811098
15698,dcgat-agm003596382,Pd-0.444-Pt-0.444-Sb-0.111,-1.1598187053474254
6230,dcgat-agm002351962,Bi-0.333-Pd-0.333-Rh-0.333,-1.159867420022088
6221,dcgat-agm002351119,Pd-0.889-Tl-0.111,-1.1598823830519733
7409,dcgat-agm003077322,H-0.2-Pd-0.6-Pt-0.2,-1.1599610792190092
13140,dcgat-agm003298576,Pd-0.167-Pt-0.833,-1.1601079941893464
6213,dcgat-agm002350920,Cd-0.25-Pd-0.25-Pt-0.5,-1.16013187968671
4996,dcgat-agm002179514,Ag-0.25-Pd-0.75,-1.16016463024091
13083,dcgat-agm003297187,Pd-0.8-Pt-0.2,-1.1601963289257395
15489,dcgat-agm003551096,In-0.125-Pd-0.375-Pt-0.5,-1.1602268422070483
23481,oqmd-567522,Ge-0.333-Mn-0.333-Pt-0.333,-1.160232846063328
15377,dcgat-agm003532265,As-0.091-Hg-0.182-Pd-0.727,-1.1602504176337156
17640,dcgat-agm003765131,Cd-0.125-Pb-0.125-Pd-0.75,-1.1602929187345286
7383,dcgat-agm003077157,Au-0.2-H-0.2-Pd-0.6,-1.1603598709940437
15495,dcgat-agm003551327,Ag-0.5-Pd-0.375-Pt-0.125,-1.1605191535952755
10579,dcgat-agm003194905,Ag-0.8-Pt-0.2,-1.1605335212651884
14225,dcgat-agm003436071,Ag-0.167-Pd-0.5-Pt-0.333,-1.1605692202378983
15691,dcgat-agm003596367,Pd-0.444-Pt-0.444-Sn-0.111,-1.1606841139163921
19429,mp-16315,Ge-0.25-Pt-0.75,-1.1606853284768275
17940,dcgat-agm003774322,Cd-0.125-Pt-0.75-Sn-0.125,-1.1607472220492356
13341,dcgat-agm003300580,Hg-0.111-Pd-0.889,-1.1607494954607533
11768,dcgat-agm003220565,Ag-0.75-Pt-0.25,-1.160816108536964
6918,dcgat-agm002981691,Cd-0.2-H-0.4-Pt-0.4,-1.160874867485115
1108,dcgat-agm001218684,Ag-0.25-Pd-0.5-Pt-0.25,-1.1609124526781405
12643,dcgat-agm003288065,Au-0.4-Pt-0.6,-1.1609670185622063
302,dcgat-agm001118726,Ag-0.25-Au-0.5-Pt-0.25,-1.1609893930468096
12191,dcgat-agm003264588,Cd-0.375-Pt-0.625,-1.1610138051613812
17071,dcgat-agm003677133,Ag-0.417-Au-0.083-Pd-0.5,-1.161066757916919
18366,mp-1087219,Ge-0.25-Pt-0.75,-1.1610845169716897
9809,dcgat-agm003187018,Cd-0.25-Mn-0.25-Pt-0.5,-1.1611096786047086
5977,dcgat-agm002331917,Cd-0.167-Pt-0.833,-1.161117742324301
10026,dcgat-agm003190323,Ag-0.75-Pt-0.25,-1.1612129903144224
7942,dcgat-agm003161368,Cu-0.333-Pt-0.667,-1.1612472824581404
15723,dcgat-agm003596719,Au-0.444-Pd-0.444-Tl-0.111,-1.16128410460556
1529,dcgat-agm001281811,H-0.25-Pt-0.75,-1.1613004764413768
12834,dcgat-agm003291178,Ag-0.3-Pd-0.7,-1.1613899488155606
19775,mp-2793,Au-0.5-Se-0.5,-1.1613996256119785
20972,oqmd-1229824,Hg-0.5-Pd-0.5,-1.1615724020093618
14649,dcgat-agm003465780,In-0.25-Pd-0.625-Pt-0.125,-1.1619078626562804
20136,mp-618,Pd-0.778-Se-0.222,-1.1619182890863824
15168,dcgat-agm003518815,Cd-0.182-Hg-0.091-Pd-0.727,-1.161966691775831
898,dcgat-agm001193813,Bi-0.167-Pd-0.833,-1.1619811690839197
1652,dcgat-agm001298590,Ag-0.25-Pd-0.25-Pt-0.25-Tl-0.25,-1.1622026780679868
11700,dcgat-agm003212241,Ag-0.667-Pt-0.333,-1.1622061398732821
18154,mp-1025212,As-0.143-In-0.143-Pt-0.714,-1.162285100503949
5011,dcgat-agm002179589,Pd-0.833-Sn-0.167,-1.162369493926097
12846,dcgat-agm003291362,H-0.3-Pd-0.7,-1.1624491815396696
8368,dcgat-agm003166382,Ag-0.25-Au-0.25-Pt-0.5,-1.1624617556001535
15341,dcgat-agm003529871,Hg-0.182-Pd-0.727-Te-0.091,-1.1624741572633104
14577,dcgat-agm003458890,Au-0.286-H-0.143-Pd-0.571,-1.162598965657883
11025,dcgat-agm003198579,Pt-0.833-Zn-0.167,-1.1626283724621822
15545,dcgat-agm003556778,Bi-0.125-Se-0.5-Tl-0.375,-1.1626567298038544
18417,mp-1102174,As-0.091-In-0.182-Pt-0.727,-1.1626686132184805
5008,dcgat-agm002179568,Cd-0.167-Pd-0.833,-1.1626962214978884
15686,dcgat-agm003595743,Ag-0.444-Hg-0.111-Pd-0.444,-1.162698321246734
5248,dcgat-agm002204433,Cd-0.333-Pt-0.667,-1.1627210768078533
22091,oqmd-15516,Ag-0.167-Rb-0.167-Se-0.667,-1.162767878969614
13096,dcgat-agm003297308,Ag-0.2-Pd-0.8,-1.162792170941334
17942,dcgat-agm003774325,Cd-0.125-Ga-0.125-Pt-0.75,-1.1628176957676324
8382,dcgat-agm003166402,Ag-0.25-Au-0.5-Pt-0.25,-1.1628349892588483
